date,symbol,open,high,low,close,volume
2023-06-22,RELIANCE,1059.36,1063.46,1053.28,1062.85,937982
2023-06-23,RELIANCE,1069.81,1072.28,1067.15,1068.85,1631972
2023-06-26,RELIANCE,1089.22,1099.1,1076.04,1095.61,1366265
2023-06-27,RELIANCE,1117.93,1124.32,1109.01,1118.93,2111435
2023-06-28,RELIANCE,1139.48,1145.2,1128.61,1135.55,1124015
2023-06-29,RELIANCE,1111.04,1119.78,1107.36,1110.88,1127712
2023-06-30,RELIANCE,1078.82,1095.94,1071.01,1083.77,1469183
2023-07-03,RELIANCE,1100.57,1114.1,1095.86,1103.97,1048781
2023-07-04,RELIANCE,1088.89,1091.86,1077.54,1088.21,1972603
2023-07-05,RELIANCE,1093.93,1097.31,1088.91,1091.29,2105386
2023-07-06,RELIANCE,1077.67,1091.86,1070.85,1073.18,861014
2023-07-07,RELIANCE,1069.74,1074.03,1068.5,1070.51,1498351
2023-07-10,RELIANCE,1042.4,1051.16,1033.1,1049.31,1595612
2023-07-11,RELIANCE,1085.2,1095.94,1064.35,1077.52,2399391
2023-07-12,RELIANCE,1062.15,1066.9,1043.78,1060.57,1507432
2023-07-13,RELIANCE,1061.13,1070.15,1057.05,1058.98,1061068
2023-07-14,RELIANCE,1057.89,1066.12,1055.57,1056.27,1292946
2023-07-17,RELIANCE,1071.75,1079.02,1057.91,1077.34,687621
2023-07-18,RELIANCE,1051.93,1058.38,1049.1,1053.61,2115044
2023-07-19,RELIANCE,1054.88,1062.07,1049.11,1053.53,2047786
2023-07-20,RELIANCE,1055.9,1056.69,1050.01,1050.48,1230491
2023-07-21,RELIANCE,1060.22,1073.22,1052.91,1059.9,743662
2023-07-24,RELIANCE,1051.75,1085.95,1047.93,1068.41,2039813
2023-07-25,RELIANCE,1059.71,1069.36,1050.23,1060.99,729146
2023-07-26,RELIANCE,1067.43,1079.2,1063.63,1065.55,727236
2023-07-27,RELIANCE,1066.51,1069.6,1045.01,1059.66,654791
2023-07-28,RELIANCE,1071.9,1077.98,1060.73,1068.1,1390819
2023-07-31,RELIANCE,1080.12,1082.82,1060.23,1066.83,1963325
2023-08-01,RELIANCE,1063.7,1072.39,1044.39,1056.18,796089
2023-08-02,RELIANCE,1063.3,1068.61,1050.64,1056.19,1445589
2023-08-03,RELIANCE,1067.84,1073.85,1058.44,1062.83,2124156
2023-08-04,RELIANCE,1094.94,1104.21,1090.38,1102.56,1953569
2023-08-07,RELIANCE,1099.06,1100.62,1089.83,1094.42,1796130
2023-08-08,RELIANCE,1103.6,1104.78,1086.97,1100.3,1086779
2023-08-09,RELIANCE,1123.91,1136.31,1113.56,1126.87,982375
2023-08-10,RELIANCE,1093.71,1104.06,1088.93,1090.51,1270263
2023-08-11,RELIANCE,1063.21,1066.88,1059.08,1060.99,1270282
2023-08-14,RELIANCE,1039.05,1046.46,1036.83,1041.47,1341368
2023-08-15,RELIANCE,1039.4,1050.71,1036.44,1040.04,828940
2023-08-16,RELIANCE,1080.51,1096.16,1076.69,1081.93,876065
2023-08-17,RELIANCE,1090.47,1094.88,1081.25,1089.22,2193086
2023-08-18,RELIANCE,1108.62,1111.53,1104.55,1110.98,2303998
2023-08-21,RELIANCE,1110.55,1112.42,1104.5,1107.53,2206958
2023-08-22,RELIANCE,1054.99,1065.88,1053.53,1065.2,998907
2023-08-23,RELIANCE,1025.51,1035.46,1021.43,1026.96,2206330
2023-08-24,RELIANCE,1035.5,1068.1,1033.75,1044.3,2276589
2023-08-25,RELIANCE,1045.33,1056.64,1027.24,1047.86,1690071
2023-08-28,RELIANCE,1029.43,1033.54,1023.54,1026.78,2312074
2023-08-29,RELIANCE,1045.88,1058.31,1043.4,1045.77,1076013
2023-08-30,RELIANCE,1020.23,1024.71,1018.46,1020.8,1254379
2023-08-31,RELIANCE,1040.32,1052.49,1036.67,1039.96,1420697
2023-09-01,RELIANCE,1073.23,1073.61,1049.32,1064.87,1621604
2023-09-04,RELIANCE,1046.57,1056.86,1026.16,1052.39,1796713
2023-09-05,RELIANCE,1038.95,1043.5,1032.69,1034.36,1806457
2023-09-06,RELIANCE,1040.97,1063.58,1039.06,1048.9,1365716
2023-09-07,RELIANCE,1028.73,1031.97,1014.54,1031.14,2294099
2023-09-08,RELIANCE,1046.79,1057.77,1040.14,1045.93,704279
2023-09-11,RELIANCE,1022.21,1032.39,1018.19,1026.58,1098659
2023-09-12,RELIANCE,1041.47,1045.08,1038.14,1040.4,1545073
2023-09-13,RELIANCE,1046.23,1050.78,1039.56,1042.43,2238496
2023-09-14,RELIANCE,1029.52,1036.33,1018.08,1035.71,757681
2023-09-15,RELIANCE,1021.03,1023.06,1019.24,1021.43,1346161
2023-09-18,RELIANCE,1023.85,1026.38,1017.45,1025.78,1023156
2023-09-19,RELIANCE,985.97,1003.35,974.45,995.63,2332727
2023-09-20,RELIANCE,990.76,1004.11,987.59,991.69,2070657
2023-09-21,RELIANCE,981.94,993.06,981.64,985.87,1587552
2023-09-22,RELIANCE,1003.75,1005.35,977.58,997.08,1704800
2023-09-25,RELIANCE,973.43,979.45,971.06,977.71,1641007
2023-09-26,RELIANCE,1013.88,1018.16,1005.12,1005.34,2034601
2023-09-27,RELIANCE,998.12,1017.5,994.82,1000.79,2339092
2023-09-28,RELIANCE,992.7,1003.35,981.17,983.17,1822512
2023-09-29,RELIANCE,1008.38,1019.12,1002.77,1005.67,1979915
2023-10-02,RELIANCE,1035.6,1042.64,1030.81,1033.25,1783849
2023-10-03,RELIANCE,1034.77,1038.47,1026.4,1030.62,2355292
2023-10-04,RELIANCE,1021.07,1033.58,1015.54,1016.49,1045033
2023-10-05,RELIANCE,1024.34,1029.2,1013.53,1017.21,1314249
2023-10-06,RELIANCE,1015.2,1018.76,1002.27,1006.48,1874759
2023-10-09,RELIANCE,1000.18,1004.22,994.42,1001.92,1353210
2023-10-10,RELIANCE,1021.26,1028.83,1013.72,1027.68,827270
2023-10-11,RELIANCE,1020.79,1040.38,1017.65,1034.61,1912833
2023-10-12,RELIANCE,1035.48,1042.8,1030.09,1037.49,632747
2023-10-13,RELIANCE,1047.68,1048.36,1041.64,1043.72,747931
2023-10-16,RELIANCE,1045.19,1047.33,1042.16,1043.22,1210374
2023-10-17,RELIANCE,1058.44,1060.21,1047.96,1057.83,2376770
2023-10-18,RELIANCE,1071.42,1087.69,1055.58,1073.3,882024
2023-10-19,RELIANCE,1064.04,1068.63,1059.84,1067.45,2243291
2023-10-20,RELIANCE,1068.21,1070.53,1040.17,1069.73,1850980
2023-10-23,RELIANCE,1114.51,1120.97,1096.92,1112.35,1688939
2023-10-24,RELIANCE,1110.5,1128.98,1096.16,1120.38,1114212
2023-10-25,RELIANCE,1121.63,1131.43,1102.82,1117.56,925969
2023-10-26,RELIANCE,1146.91,1170.93,1142.65,1155.34,662285
2023-10-27,RELIANCE,1155.12,1165.69,1139.21,1156.03,1227297
2023-10-31,RELIANCE,1132.82,1141.42,1118.52,1136.42,1995997
2023-11-01,RELIANCE,1147.15,1160.44,1139.61,1149.27,2282466
2023-11-02,RELIANCE,1127.42,1144.45,1116.42,1133.36,2282907
2023-11-03,RELIANCE,1118.38,1125.71,1106.2,1124.88,779714
2023-11-06,RELIANCE,1129.96,1145.63,1122.83,1131.28,1879721
2023-11-07,RELIANCE,1123.35,1132.2,1120.45,1129.49,1283288
2023-11-08,RELIANCE,1129.99,1145.47,1115.66,1116.28,2319382
2023-11-09,RELIANCE,1104.65,1115.23,1101.83,1106.98,850690
2023-11-10,RELIANCE,1093.39,1109.13,1089.29,1097.02,2009530
2023-11-13,RELIANCE,1115.08,1122.13,1109.8,1118.18,1127506
2023-11-14,RELIANCE,1099.89,1116.78,1098.33,1105.85,2272926
2023-11-15,RELIANCE,1082.77,1104.56,1069.31,1096.27,711247
2023-11-16,RELIANCE,1131.63,1136.75,1118.0,1133.12,1811399
2023-11-17,RELIANCE,1125.34,1126.38,1099.38,1123.63,1568761
2023-11-20,RELIANCE,1142.55,1153.58,1130.82,1151.25,2012579
2023-11-21,RELIANCE,1176.26,1186.64,1171.02,1176.27,1090652
2023-11-22,RELIANCE,1166.78,1193.43,1165.36,1173.93,2031669
2023-11-23,RELIANCE,1147.84,1149.73,1143.45,1148.08,1470894
2023-11-24,RELIANCE,1158.99,1170.37,1153.93,1156.96,810042
2023-11-27,RELIANCE,1172.8,1176.7,1169.81,1170.0,612644
2023-11-28,RELIANCE,1191.34,1196.27,1186.53,1188.79,1175880
2023-11-29,RELIANCE,1186.46,1200.27,1176.42,1190.7,1090152
2023-11-30,RELIANCE,1219.71,1227.87,1205.78,1214.42,1710122
2023-12-01,RELIANCE,1239.46,1245.71,1234.1,1242.29,2253002
2023-12-04,RELIANCE,1224.15,1233.63,1208.55,1222.06,1178628
2023-12-05,RELIANCE,1255.25,1263.44,1249.75,1250.9,1926325
2023-12-06,RELIANCE,1253.0,1261.21,1246.31,1254.96,2171140
2023-12-07,RELIANCE,1236.17,1244.27,1231.47,1244.21,1195937
2023-12-08,RELIANCE,1242.19,1243.73,1229.27,1238.44,697698
2023-12-11,RELIANCE,1269.6,1280.92,1260.6,1276.78,2081637
2023-12-12,RELIANCE,1291.79,1298.25,1289.25,1297.63,830400
2023-12-13,RELIANCE,1254.57,1271.75,1239.87,1261.58,2315398
2023-12-14,RELIANCE,1269.1,1299.9,1254.12,1263.83,1189991
2023-12-15,RELIANCE,1260.49,1274.28,1252.3,1261.58,1360902
2023-12-18,RELIANCE,1244.4,1260.9,1242.37,1258.6,1217081
2023-12-19,RELIANCE,1253.41,1255.88,1237.11,1248.87,2353074
2023-12-20,RELIANCE,1233.24,1242.96,1196.96,1220.66,2098795
2023-12-21,RELIANCE,1249.25,1251.4,1222.01,1238.16,2057569
2023-12-22,RELIANCE,1216.71,1229.51,1212.71,1220.23,626952
2023-12-25,RELIANCE,1213.99,1215.44,1206.86,1213.58,1074163
2023-12-26,RELIANCE,1205.48,1216.75,1196.42,1202.48,2088923
2023-12-27,RELIANCE,1194.35,1214.34,1185.02,1189.09,1560093
2023-12-28,RELIANCE,1204.01,1205.7,1192.34,1203.86,2350468
2023-12-29,RELIANCE,1205.13,1215.45,1198.24,1211.82,1186682
2024-01-01,RELIANCE,1203.82,1213.73,1187.95,1199.36,689237
2024-01-02,RELIANCE,1185.47,1189.76,1175.65,1181.89,1212338
2024-01-03,RELIANCE,1165.71,1176.21,1156.57,1173.58,2313382
2024-01-04,RELIANCE,1190.16,1196.42,1187.02,1192.41,1864807
2024-01-05,RELIANCE,1196.9,1207.82,1193.17,1195.36,1788540
2024-01-08,RELIANCE,1200.28,1213.6,1196.38,1200.36,1288731
2024-01-09,RELIANCE,1197.68,1203.16,1180.78,1194.61,837473
2024-01-10,RELIANCE,1194.9,1197.82,1175.9,1190.23,1211259
2024-01-11,RELIANCE,1198.07,1208.88,1187.09,1194.9,2096339
2024-01-12,RELIANCE,1159.96,1163.01,1159.39,1160.69,1468340
2024-01-15,RELIANCE,1183.45,1195.57,1179.15,1191.55,814537
2024-01-16,RELIANCE,1180.72,1187.78,1172.47,1177.16,1924690
2024-01-17,RELIANCE,1175.14,1189.87,1162.63,1167.03,1291341
2024-01-18,RELIANCE,1204.54,1207.11,1192.25,1192.83,1233580
2024-01-19,RELIANCE,1197.35,1202.68,1183.42,1197.62,1029476
2024-01-22,RELIANCE,1198.68,1213.37,1195.59,1198.97,1486458
2024-01-23,RELIANCE,1196.89,1208.28,1184.95,1188.37,1291836
2024-01-24,RELIANCE,1167.84,1177.06,1133.23,1159.57,903177
2024-01-25,RELIANCE,1165.44,1182.49,1161.29,1163.53,862273
2024-01-26,RELIANCE,1190.68,1193.26,1184.16,1186.53,1250106
2024-01-29,RELIANCE,1165.57,1172.07,1157.83,1170.1,1282025
2024-01-30,RELIANCE,1199.85,1202.76,1188.59,1196.43,1192473
2024-01-31,RELIANCE,1170.64,1182.9,1164.7,1175.58,1623898
2024-02-01,RELIANCE,1161.45,1181.22,1151.36,1162.37,1437205
2024-02-02,RELIANCE,1171.55,1187.56,1153.4,1172.35,1435611
2024-02-05,RELIANCE,1170.05,1184.46,1158.97,1172.88,1137571
2024-02-06,RELIANCE,1173.84,1187.72,1167.58,1186.45,1538826
2024-02-07,RELIANCE,1168.05,1181.84,1165.27,1172.98,1720596
2024-02-08,RELIANCE,1156.14,1163.71,1142.08,1154.29,2207894
2024-02-09,RELIANCE,1120.41,1128.24,1113.49,1120.83,1102518
2024-02-12,RELIANCE,1097.7,1107.17,1094.19,1099.94,2132898
2024-02-13,RELIANCE,1083.89,1095.13,1076.72,1081.65,1611766
2024-02-14,RELIANCE,1061.28,1070.56,1057.17,1057.71,803109
2024-02-15,RELIANCE,1067.85,1083.9,1061.64,1063.42,687970
2024-02-16,RELIANCE,1048.33,1061.5,1043.34,1052.66,1922895
2024-02-19,RELIANCE,1020.19,1021.85,1009.04,1020.16,2167044
2024-02-20,RELIANCE,1060.13,1069.56,1033.44,1061.99,2033055
2024-02-21,RELIANCE,1043.68,1065.38,1036.46,1048.37,672664
2024-02-22,RELIANCE,1020.21,1048.43,1011.23,1027.98,2236671
2024-02-23,RELIANCE,1048.45,1049.48,1046.75,1049.05,999129
2024-02-26,RELIANCE,1064.52,1074.03,1061.9,1069.27,1307089
2024-02-27,RELIANCE,1061.45,1074.78,1031.43,1050.23,1543753
2024-02-28,RELIANCE,1025.62,1028.81,1022.97,1026.21,2261672
2024-02-29,RELIANCE,1009.16,1011.23,1005.62,1010.38,2043285
2024-03-01,RELIANCE,1027.13,1034.46,1026.51,1029.27,1602232
2024-03-04,RELIANCE,1034.14,1039.73,1019.42,1024.61,974939
2024-03-05,RELIANCE,1007.05,1014.52,1007.0,1011.9,1443540
2024-03-06,RELIANCE,1010.99,1017.55,1005.85,1011.89,791793
2024-03-07,RELIANCE,1027.98,1036.27,1017.92,1032.04,1514838
2024-03-08,RELIANCE,1009.09,1010.32,1008.62,1009.8,2041570
2024-03-12,RELIANCE,1003.81,1007.86,992.46,1004.07,1342143
2024-03-13,RELIANCE,987.85,999.79,974.75,982.53,763931
2024-03-14,RELIANCE,1010.45,1030.38,1005.4,1017.74,1842079
2024-03-15,RELIANCE,1048.06,1056.76,1036.21,1048.26,619455
2024-03-18,RELIANCE,1073.33,1080.06,1061.0,1064.81,1557144
2024-03-20,RELIANCE,1060.22,1069.48,1050.79,1063.02,2025603
2024-03-21,RELIANCE,1073.73,1078.6,1054.87,1074.77,2180626
2024-03-22,RELIANCE,1035.0,1052.79,1033.44,1039.69,945385
2024-03-25,RELIANCE,1031.01,1050.2,1020.83,1044.77,1444413
2024-03-26,RELIANCE,1022.51,1030.88,1011.47,1023.13,1422847
2024-03-27,RELIANCE,1007.93,1008.32,998.5,1002.13,694270
2024-03-28,RELIANCE,988.93,991.71,979.24,991.34,2064107
2024-03-29,RELIANCE,977.05,988.56,965.67,986.24,882042
2024-04-01,RELIANCE,997.03,1005.31,987.29,995.79,766110
2024-04-02,RELIANCE,1007.78,1017.15,1003.08,1007.47,1342935
2024-04-03,RELIANCE,1017.15,1021.19,1011.46,1012.17,1676566
2024-04-04,RELIANCE,1001.9,1004.21,987.12,997.44,1448882
2024-04-08,RELIANCE,1007.29,1022.17,988.74,1008.74,1139210
2024-04-09,RELIANCE,1009.17,1014.61,1002.19,1007.24,2064226
2024-04-10,RELIANCE,1017.58,1027.68,1014.95,1026.91,1649540
2024-04-11,RELIANCE,1017.96,1024.3,1008.5,1012.4,1663019
2024-04-12,RELIANCE,969.87,973.42,950.71,969.05,705495
2024-04-15,RELIANCE,967.26,975.17,944.56,962.12,905004
2024-04-16,RELIANCE,1001.47,1001.91,992.64,996.27,1731732
2024-04-17,RELIANCE,1002.69,1010.88,999.62,1004.22,1144215
2024-04-18,RELIANCE,1000.72,1024.61,990.34,1001.55,1409621
2024-04-19,RELIANCE,1011.74,1026.5,1002.4,1016.27,1565161
2024-04-22,RELIANCE,1014.27,1037.85,1009.76,1024.95,2068866
2024-04-23,RELIANCE,1032.24,1034.93,1020.78,1033.01,2028135
2024-04-24,RELIANCE,1025.71,1027.78,1019.56,1025.01,1482404
2024-04-25,RELIANCE,1021.06,1037.49,1017.77,1026.73,1875926
2024-04-26,RELIANCE,1034.08,1034.84,1019.6,1030.5,1371139
2024-04-29,RELIANCE,1020.83,1030.93,1014.42,1020.42,1752628
2024-04-30,RELIANCE,1004.95,1023.24,997.02,1002.77,1610255
2024-05-01,RELIANCE,1001.5,1007.34,995.09,1005.45,1059962
2024-05-03,RELIANCE,1012.51,1024.39,1002.1,1021.61,676019
2024-05-06,RELIANCE,1036.64,1039.44,1027.7,1032.71,1626814
2024-05-07,RELIANCE,1044.47,1056.39,1026.36,1041.38,2122179
2024-05-08,RELIANCE,1049.62,1055.0,1047.94,1050.28,1041686
2024-05-09,RELIANCE,1092.71,1097.74,1087.97,1095.11,1787489
2024-05-10,RELIANCE,1098.55,1113.51,1097.02,1100.17,717472
2024-05-13,RELIANCE,1118.31,1128.39,1114.16,1119.17,1262607
2024-05-14,RELIANCE,1152.25,1162.66,1150.96,1155.29,1965476
2024-05-15,RELIANCE,1145.06,1167.78,1128.58,1156.79,1976159
2024-05-16,RELIANCE,1166.68,1169.98,1159.28,1162.22,1770274
2024-05-17,RELIANCE,1173.39,1187.18,1171.52,1182.33,1197267
2024-05-20,RELIANCE,1213.11,1216.38,1204.74,1215.24,2378988
2024-05-21,RELIANCE,1219.91,1234.72,1206.77,1221.89,1272685
2024-05-22,RELIANCE,1231.06,1233.12,1219.06,1229.56,1944973
2024-05-23,RELIANCE,1221.86,1235.79,1217.1,1231.9,1518406
2024-05-24,RELIANCE,1216.11,1221.99,1192.4,1208.91,1054682
2024-05-27,RELIANCE,1235.22,1235.98,1218.0,1231.28,2137334
2024-05-28,RELIANCE,1231.5,1250.91,1221.86,1226.87,650467
2024-05-29,RELIANCE,1201.6,1201.9,1190.46,1194.12,1339189
2024-05-30,RELIANCE,1187.07,1204.84,1185.59,1191.91,1374539
2024-05-31,RELIANCE,1141.69,1177.53,1131.58,1159.95,1835610
2024-06-03,RELIANCE,1143.79,1151.27,1131.75,1141.96,1212002
2024-06-04,RELIANCE,1150.3,1150.67,1132.55,1142.86,1712755
2024-06-05,RELIANCE,1133.21,1145.75,1120.2,1126.73,1528205
2024-06-06,RELIANCE,1143.67,1152.35,1128.82,1146.79,1209580
2024-06-07,RELIANCE,1120.18,1120.75,1105.03,1120.75,1274141
2024-06-10,RELIANCE,1127.65,1140.04,1124.25,1126.09,2259733
2024-06-11,RELIANCE,1126.49,1139.0,1117.85,1136.81,686384
2024-06-12,RELIANCE,1160.42,1167.67,1156.05,1164.34,2179720
2024-06-13,RELIANCE,1178.53,1194.81,1176.95,1182.33,723230
2024-06-14,RELIANCE,1196.8,1197.03,1173.9,1187.44,1669162
2024-06-17,RELIANCE,1185.75,1199.46,1175.84,1189.66,1245486
2024-06-18,RELIANCE,1198.55,1200.7,1178.36,1189.24,1243637
2024-06-19,RELIANCE,1211.88,1215.64,1203.14,1211.82,1660409
